Jahr,Zeichen,Kategorie,Titel
"2008","WD7-226/08","A","Die Beauftragung Dritter durch den Bund zur Erfüllung seiner Pflicht, Endlagerstätten für atomare Abfälle zur Verfügung zu stellen"
"2007","WD7-227/07","A","Die Deutsche Bahn und das Volksaktien-Konzept"
"2011","WD7-227/11","A","Die Strafbarkeit des Lesens und Verbreitens fremder, vertraulicher Briefe"
"2010","WD7-231/10","AI","Der Schutz der Gesellschaft vor gefährlichen Straftätern - Zur Rechtslage im europäischen Ausland"
"2011","WD7-233/11","A","Die internationale Zuständigkeit US-amerikanischer Zivilgerichte und die Möglichkeit der Vollstreckung gegenüber ausländischen Parteien"
"2008","WD7-235/08","A","Notwendigkeit einer alternativen Standortsuche im Rahmen eines atomrechtlichen Endlagergenehmigungsverfahren für radioaktive Abfälle"
"2007","WD7-238/07","A","Das rechtliche Verhältnis von Automobilherstellern und ihren Zulieferern"
"2008","WD7-238/08","A","Mietobergrenzen bei Neuvermietung von Wohnraum"
"2011","WD7-239/11","A","Einzelfragen zur Vergabe von Aufträgen durch die öffentliche Hand"
"2007","WD7-242/07","A","Vergaberechtliche Grenzen des Ausschlusses von Atomstrom produzierenden Energieversorgungsunternehmen bei der Vergabe von Stromlieferverträgen"
"2006","WD7-243/06","A","Die für die Aufnahme in die Welterbeliste zuständigen Gremien der UNESCO als Träger öffentlicher Belange"
"2007","WD7-243/07","A","Energiewirtschaft/Genehmigungsrecht"
"2006","WD7-250/06","A","Vorlesungspflicht und Verweisungsmöglichkeiten bei notariellen Beurkundungen"
"2007","WD7-250/07","A","Zur Frage des Immobilieneigentums im Rahmen der Bahnprivatisierung"
"2011","WD7-252/11","A","Einsatz der Bundespolizei im Ausland unter FRONTEX- Koordination"
"2006","WD7-254/06","A","Transrapidprojekt München"
"2006","WD7-255/06","A","Freiheitsbeschränkende Maßnahmen bei Pflegebedürftigen in häuslicher Pflege"
"2011","WD7-258/11","A","Urheberrechtsfragen beim Umgang mit Recherchematerial"
"2007","WD7-262/07","A","Brandstiftungsdelikte und forensische Methoden zur Täterermittlung"
"2012","WD7-264/12","A","Abstandsflächenregelungen zu Windenergieanlagen"
"2010","WD7-267/10","A","Zum Begriff ""einwirken"" in § 176 Abs. 4 Nr. 3 StGB"
"2010","WD7-271/10","A","Der Provisionsanspruch bei der Wohnungsvermittlung"
"2011","WD7-272/11","A","Unternehmens- und Anlegerschutz bei feindlichen Übernahmen"
"2012","WD7-274/12","A","Förderung energetischer Sanierungen durch das Bauplanungsrecht"
"2006","WD7-276/06","A","Zur Einführung einer Kennzeichnungspflicht für Produkte, in denen Eier verarbeitet wurden"
"2011","WD7-277/11","A","Lärmbedingte Betriebsbeschränkungen auf Flughäfen der Europäischen Union"
"2006","WD7-278/06","A","Umsetzung und Fortentwicklung der Fauna-Flora-Habitat-Richtlinie"
"2007","WD7-278/07","A","Aspekte zur Privatisierung kommunaler Wohnungsunternehmen"
"2006","WD7-280/06","A","Veröffentlichungspflichten von Gesellschaften wie GbR, GmbH und AG und deren Auskunftspflichten gegenüber ihren Gesellschaftern"
"2007","WD7-284/07","A","Parlamentarische Zustimmungserfordernis beim ""Indischen Modell"" - Beteiligung des Bundestages bei der Privatisierung der Deutschen Bahn AG"
"2006","WD7-286/06","A","Zur Berücksichtigung von Ehe, eingetragener Lebenspartnerschaft und nichtehelicher Lebensgemeinschaft in ausgewählten Rechtsgebieten"
"2006","WD7-287/06","A","Die Übertragung des ERP-Sondervermögens auf die KfW - Zulässigkeit nach EG-Beihilfenrecht"
"2007","WD7-287/07","A","Aufrechterhaltung des Flugbetriebes am Flughafen Tempelhof"
"2006","WD7-288/06","A","Analyse der Bahnreform im Hinblick auf Cross Border Leasing"
"2007","WD7-288/07","A","Strafprozessuale Zulässigkeit einer Vernehmung von verschleierten Zeugen vor Gericht"
"2006","WD7-290/06","A","Statistische Daten zu den Gefahren für den Fahrradfahrer"
"2006","WD7-293/06","A","Fragen zum Transparenzrichlinie-Umsetzungsgesetz (TUG) und speziell der Bußgeldvorschrift des § 104a HGB-E"
"2007","WD7-294/07","A","Zur rechtlichen Stellung und Haftung von Verwaltungsratsmitgliedern der Bundesanstalt für Immobilienaufgaben"
"2006","WD7-296/06","A","Die Patientenvefügung - Entwürfe und Stellungnahmen zur gesetzlichen Regelung der Patientenverfügung"
"2006","WD7-298/06","A","Kalifornien verklagt Autohersteller - Erfolgsaussichten einer deutschen Klage"
"2011","WD7-298/11","A","Leistungsschutzrechte für Presseverlage"
"2006","WD7-300/06","A","Öffentliche Räume und deren Entwicklungstendenzen"
"2011","WD7-300/11","A","Zweitverwertungsrechte bei wissenschaftlichen Werken"
"2006","WD7-301/06","A","Zu den Vorgaben von Art. 36 der Richtlinie 2002/83/EG und Art. 31 der Richtlinie 92/49/EWG zum Versicherungsvertragsrecht und ihre Umsetzung in den Mitgliedstaaten der Europäischen Union"
"2006","WD7-302/06","A","Grenzen der zulässigen Werbung gegenüber Jugendlichen im Internet"
"2006","WD7-303/06","A","Die Rechtsproblematik in Hinblick auf Namensrechte an einer Internet-Domain"
"2006","WD7-304/06","A","Rechtslage bei rechtsextremistischen, verfassungsfeindlichen Inhalten von deutschsprachigen Internetseiten, die auf ausländischen Servern lagern"
"2006","WD7-307/06","A","Einzelfragen zum Investitionsvorrangsgesetz"
"2007","WD7-307/07","A","Vergewaltigung in der Ehe"
"2007","WD7-308/07","A","Möglichkeiten, zivilrechtlich per Hausrecht o. ä. Rechtsextremen den Zutritt zu Kirmes, Straßenfest, Bierzelt usw, zu verwehren"
"2012","WD7-310/12","A","Navigationsgerätepflicht für LKW"
"2006","WD7-312/06","A","Entschädigungsansprüche der Anwohner von Flugplätzen"
"2011","WD7-312/11","A","Nachtflugverbote und luftrechtliche Planfeststellung"
"2006","WD7-314/06","A","Die Beweiserheblichkeit anonymer Schreiben"
"2010","WD7-314/10","A","Überprüfung der Bedarfspläne für Schienenwege des Bundes und Bundesfernstraßen"
"2006","WD7-317/06","A","Einzelfragen zum Vergabe- und Zuwendungsrecht"
"2007","WD7-321/07","A","Petitionsrecht und laufende Planfeststellungsverfahren"
"2006","WD7-322/06","A","Der Abschluss mündlicher Verträge - insbesondere per Telefon"
"2006","WD7-323/06","A","Schadensersatzansprüche von privaten Sportbooteigentümern bei Schadensverursachung durch Sog und Wellenschlag großer Seeschiffe"
"2007","WD7-323/07","A","Zur Rechtsprechung zu § 175 StGB in den Anfangsjahren der Bundesrepublik"
"2012","WD7-323/12","A","Seefrachtrechtliche Haftung nach der Seehandelsrechtsreform und Haager Regeln"
"2006","WD7-328/06","A","Lücken im Schutz von Berufsgeheimnisträgern (§ 53 StPO) vor staatlichen Eingriffen"
"2010","WD7-329/10","A","Haftung bei Verstößen gegen spendenrechtliche Regelungen"
"2006","WD7-330/06","A","Eigentumssicherungsmodell bei der geplanten Bahnreform"
"2010","WD7-333/10","A","Reformvorhaben Europäisches Vertragsrecht - Einzelfragen zum Verbrauchsvertragsrecht"
"2010","WD7-345/10","A","Untersagung von Videoaufnahmen bei einer Stadtführung"
"2010","WD7-350/10","A","Bedeutung der Entscheidung des Europäischen Gerichtshofes für Menschenrechte vom 1. April 2010 für eine künftige Regelung der Präimplantationsdiagnostik"
"2010","WD7-352/10","A","Werbung mit dem Einlagensicherungsfond der Privatbanken"
"2006","WD8-002/06","A","Studiengebührenmodelle in den Bundesländern"
"2011","WD8-002/11","A","Durchlässigkeit von beruflicher Bildung und Hochschulbildung"
"2013","WD8-002/13","A","Parlamentarische Abläufe zur Präimplantationsdiagnostik - Vom Embryonenschutzgesetz zum Präimplantationsdiagnostikgesetz"
"2006","WD8-003/06","A","Stromgewinnung aus Getreide; Stand der Technik, Schadstoffausstoß und Vergleich mit anderen Biomasse- Brennstoffen"
"2007","WD8-003/07","A","Vereinheitlichung der Hochschulabschlüsse in Europa (Bologna-Prozess)"
"2007","WD8-004/07","A","Ist der Treibhauseffekt real? - Zu einigen Argumenten von Klima- Skeptikern"
"2010","WD8-007/10","A","Bundesausgaben für Bildung und, Forschung in Deutschland und anderen OECD-Staaten"
"2012","WD8-007/12","A","Atomenergie - Wie viele Atomkraftwerke werden weltweit gebraucht, um sich auf die Form der Energieerzeugung zu konzentrieren?"
"2013","WD8-007/13","A","Flugverfahren, Messtechniken/Messverfahren"
"2006","WD8-008/06","A","Gentechnische Restriktionstechniken (GURT) - Stand der kommerziellen Forschung, Risiken und Stand der internationalen Diskussion"
"2009","WD8-009/09","A","Finanzierung der Nabelschnurblutstammzellforschung und Regelung der Lagerung sowie Gewinnung von Nabelschnurblut im internationalen Vergleich"
"2013","WD8-009/13","AI","Leistungsschutzrecht - technische Aspekte zur Suchmaschinenindizierung"
"2010","WD8-012/10","A","Aus-und Weiterbildung in der Tourismusbranche"
"2013","WD8-012/13","AI","Suchmaschinenindizierung - technische Aspekte im Kontext der Debatte zum Leistungsschutzrecht"
"2011","WD8-013/11","AI","Präimplantationsdiagnostik - Naturwissenschaftliche Grundlagen und medizinische Aspekte"
"2012","WD8-016/12","A","Globale Verteilung von Wissen"
"2009","WD8-017/09","A","Bewerbungs- und Zulassungsmanagement an Hochschulen"
"2008","WD8-018/08","A","Internationale Konzepte zum Wassermanagement"
"2009","WD8-018/09","A","Energiesparlampen für besondere Anwendungen - Zusammenhänge mit der Diskussion um Energieeffizienz"
"2008","WD8-019/08","A","Bedrohte Ressourcen Wasser - Internationale Einschätzungen von Ursachen und Folgen"
"2009","WD8-019/09","A","Pro und contra Kernenergie"
"2008","WD8-020/08","A","Auswirkungen des Klimawandels auf den Wasserhaushalt und Möglichkeiten der Anpassung"
"2009","WD8-020/09","AI","Negative Stimmgewichte und die Reform des Bundestags- Wahlrechts"
"2013","WD8-021/13","A","Das Konzept der Nachhaltigkeit im Deutschen Bundestag - Chronologie der parlamentarischen Behandlung"
"2008","WD8-022/08","A","Integration und Inklusion - Zwei Grundbegriffe in Erziehungswissenschaft und Behindertenpädagogik"
"2006","WD8-023/06","A","Schutz des Donau-Deltas - Einbindung in das RAMSAR- Abkommen/ Naturschutz im Donau-Delta"
"2012","WD8-023/12","A","Beteiligung von Frauen an der Technikentwicklung und Produktgestaltung"
"2007","WD8-024/07","A","Förderung der embryonalen Stammzellforschung im internationalen Vergleich"
"2011","WD8-024/11","A","Zur Finanzierung der nuklearen Entsorgung (Kostenprognosen, Rückstellungen und staatliche Überwachung)"
"2006","WD8-025/06","A","Clean Development Mechanism als Instrument der Entwicklungspolitik"
"2007","WD8-028/07","AI","Bachelor- und Masterstudienabschlüsse - Perspektiven deutscher Hochschulabsolventen"
"2008","WD8-029/08","A","Die Außenwissenschaftspolitik Deutschlands - Internationalisierung von Wissenschaft und Forschung in Deutschland"
"2006","WD8-032/06","A","Stand der Diskussion zur Präimplantationsdiagnostik"
"2007","WD8-032/07","AI","Open Source Software"
"2006","WD8-033/06","A","Stand der Diskussion zur Eizellenspende für reproduktive und Forschungszwecke"
"2007","WD8-036/07","A","Zusammenhang zwischen der Krebsentstehung und adulten bzw. embryonalen Stammzellen"
"2009","WD8-036/09","A","Verwendung von Studiengebühren in Deutschland"
"2012","WD8-036/12","A","Das Abfackeln (gas flaring) und Ablassen (gas venting) von Begleitgasen bei der Erdölförderung"
"2010","WD8-037/10","A","Schulaufsicht an Internaten in Deutschland"
"2011","WD8-037/11","A","Berechnung der Sitzverteilung im Europäischen Parlament - Gegenüberstellung zweier mathematischer Modelle"
"2012","WD8-037/12","A","Wirkung militärisch genutzter/Treibstoffe und zivil genutzter Treibstoffe auf Gesundheit und Umwelt"
"2006","WD8-039/06","A","Studienfinanzierung - Modelle und Möglichkeiten"
"2008","WD8-046/08","A","Unabhängige Pharmaforschung"
"2009","WD8-046/09","A","Neuartige Biokraftstoffe der Mineralölwirtschaft: Mit Co-Hydrotreating und Hydrotreating zu erneuerbarem Diesel"
"2010","WD8-046/10","A","Motorverträglichkeit von Biokraftstoffen und Kraftstoffmischungen"
"2007","WD8-047/07","AI","Der Europäische Forschungsrat"
"2009","WD8-047/09","A","Homeschooling in westlichen Industrienationen"
"2012","WD8-047/12","AI","Das Abfackeln (gasflaring) und Ablassen (gasventing) von Begleitgasen bei der Erdölförderung"
"2009","WD8-048/09","A","School Shootings: Amokläufe an Schulen und Universitäten"
"2012","WD8-048/12","A","Aspekte der globalen Wissensgesellschaft"
"2008","WD8-053/08","A","Erfahrungen mit dem Clean Development Mechanism: Umweltintegrität und Klimaeffizienz"
"2009","WD8-054/09","A","Beabsichtigt und unbeabsichtigt hergestellte Nanoteilchen: Bedeutung für Mensch und Umwelt"
"2010","WD8-054/10","A","Stand der Umsetzung des Bologna-Prozesses"
"2007","WD8-056/07","A","C02-Bilanzen verschiedener Energieträger im Vergleich"
"2010","WD8-057/10","AI","Motorverträglichkeit von Biokraftstoffen und Kraftstoffmischungen"
"2007","WD8-059/07","AI","Die Europäische Atomgemeinschaft (EURATOM)"
"2008","WD8-063/08","A","Das LHC-Projekt am CERN: Gefahr durch schwarze Löcher?"
"2006","WD8-064/06","A","Hochschulpolitik der Bundesländer - Zusammenfassung der Umfrage (Teil I)"
"2008","WD8-064/08","A","Kita-Bildungsprogramme der Bundesländer im Vorschulalter"
"2006","WD8-065/06","A","Duale Systeme der beruflichen Bildung in Europa"
"2008","WD8-067/08","A","Die Ausgestaltung des Clean Development Mechanismus durch die UN-Klimakonferenz"
"2011","WD8-067/11","A","Länder als getrennte Wahlgebiete? Mathematische Eigenschaften eines Vorschlags zur Reform des Bundestagswahlrechts"
"2006","WD8-069/06","AI","Uran als Kernbrennstoff: Vorräte und Reichweite"
"2009","WD8-074/09","A","Regulierung von Stickoxidemissionen und gesundheitliche Bedeutung"
"2007","WD8-076/07","A","Die Schulsysteme in den Niederlanden und Singapurs"
"2006","WD8-077/06","A","Die Deutsche Forschungsgemeinschaft"
"2006","WD8-078/06","A","Instrumente zur Vernetzung von Wissenschaft und Wirtschaft"
"2010","WD8-078/10","AI","Stand der Umsetzung des Bologna-Prozesses"
"2010","WD8-079/10","AI","Der Weltklimarat - Aufgabe, Arbeitsweise und Reformdiskussion des Intergovernmental Panel on Climate Change (IPCC)"
"2011","WD8-082/11","A","Der REDD-Mechanismus - Stand der Realisierung vor dem Hintergrund internationaler Klimaverhandlungen"
"2010","WD8-085/10","A","Gesundheitliche Auswirkung der Verbrennung von Biokraftstoffen in Fahrzeugmotoren"
"2012","WD8-086/12","A","Technikpolitik im Deutschen Bundestag"
"2010","WD8-087/10","AI","Chinas Position in der Klimaschutzpolitik"
"2008","WD8-090/08","A","Hybrid-Embryonen"
"2011","WD8-091/11","A","Bundesuniversitäten"
"2012","WD8-091/12","A","CCS-Technologiechronologie/Darstellung des parlamentarischen Verfahrens - CCS: CO2-Abscheidung und -speicherung"
"2009","WD8-092/09","A","Möglichkeiten und Grenzen des Einsatzes von humanen embryonalen Stammzellen im Rahmen von toxikologischen und pharmakologischen Prüfungen"
"2012","WD8-093/12","A","Arzneimittelrückstände im Wasserkreislauf - Vorkommen, , • Relevanz und Elimination"
"2010","WD8-094/10","A","Die Beurteilung der Sicherheit deutscher Kernkraftwerke in der aktuellen fachwissenschaftlichen Debatte"
"2008","WD8-095/08","AI","Klimapolitische Entwicklung in den USA"
"2008","WD8-096/08","A","Ausbau der Stromnetze: Technische Hintergründe"
"2009","WD8-097/09","AI","Sitzzuteilungsverfahren - wahlmathematische Systematik und Stand der Diskussion"
"2010","WD8-098/10","A","Finanzierung der beruflichen Weiterbildung durch ein Fondssystem in Frankreich und weiteren Ländern der Europäischen Union"
"2006","WD8-099/06","A","Zum Iranischen Atomprogramm - Unterscheidung zwischen ziviler und militärischer Atomkraft"
"2009","WD8-099/09","A","Finanzielle Fördermöglichkeiten für Studierende dualer Studiengänge (in der Erstausbildung)"
"2008","WD8-100/08","A","Die aktuelle Bildungs-, Familien-, Umwelt- und Energiepolitik: konservativ?"
"2012","WD8-100/12","A","CCS-Technologie in Deutschland im Überblick"
"2011","WD8-101/11","A","Das Karlsruher Institut für Technologie (KIT)"
"2009","WD8-104/09","A","Die Suche nach außerirdischem Leben und die Umsetzung der UN-Resolution A/33/426 zur Beobachtung unidentifizierter Flugobjekte und extraterrestrischen Lebensformen"
"2007","WD8-105/07","A","Definition, Diskussion und Bedeutung verschiedener Klimaziele - Pro-Kopf-Reduktionsziele und wirtschaftsgekoppelte Reduktionsziele"
"2011","WD8-105/11","A","Zum Wahlrechtsmodell auf BT-Drs. 17/6290 - Einordnung mathematischer Eigenschaften des Reformentwurfs"
"2009","WD8-106/09","AI","Biokunststoffe"
"2011","WD8-109/11","A","Informationen von Atomaufsichtsbehörden"
"2009","WD8-110/09","AI","Formen Erneuerbarer-Energien-Technologien - unter besonderer Berücksichtigung ihrer Einsatzmöglichkeiten und Potenziale für Schwellen- und Entwicklungsländer"
"2009","WD8-114/09","A","Holzsequestrierung zur indirekten Vermeidung des Kohlendioxidausstoßes"
"2007","WD8-121/07","AI","Raketenabwehr - technische Aspekte und naturwissenschaftlicher Hintergrund"
"2008","WD8-121/08","A","Teil 1: Vor- und Nachteile der Grünen Gentechnik - Teil 2: Gesetzliche Regelung zur Grünen Gentechnik"
"2011","WD8-121/11","A","Schadstoffe und Hygiene von Biogasgärresten"
"2011","WD8-123/11","A","Aspekte der Einschränkung von Wissenschaftsfreiheit, insbesondere in den arabischen Staaten"
"2011","WD8-124/11","A","Aspekte der Bildungsteilhabe und beruflichen Qualifikation bei jungen Menschen mit Migrationshintergrund"
"2011","WD8-127/11","A","Zur Berechnung negativer Stimmgewichte - Methodik und Ergebnisse der Prüfung aktueller Wahlrechtsmodelle"
"2011","WD8-128/11","A","Zur Berechnung negativer Stimmgewichte - Methodik und Ergebnisse der Prüfung aktueller Wahlrechtsmodelle"
"2007","WD8-133/07","A","Forschungsaktivität der Industrie in Großbritannien und Kanada im Vergleich zu Deutschland"
"2008","WD8-134/08","A","Altenbildung"
"2011","WD8-135/11","A","Open Access - Konzeptionelle Grundlagen und Entwicklungsstand in ausgewählten Schwellenländern"
"2006","WD8-136/06","A","Urheberrechtsschutz im Kontext von Bildung und Forschung"
"2010","WD8-136/10","A","Bildungs- und Forschimgsausgaben der EU und EU Länder"
"2011","WD8-137/11","A","Gärreste aus Biogasanlagen und Botulismus bei Nutztieren"
"2006","WD8-138/06","A","Bildung und Weiterbildung in der Lissabon-Strategie"
"2010","WD8-139/10","A","Möglichkeit der Bürgerbeteiligung bei Planungsprozessen/Abläufen von Infrastrukturgroßprojekten am Beispiel von Stuttgart 21"
"2007","WD8-141/07","A","Stromleitungen: Erdkabel vs. Freileitungen, Wechselstrom- vs. Gleichstromübertragung"
"2010","WD8-143/10","A","Demokratieförderung an Schulen"
"2011","WD8-144/11","A","Strahlungsmessungen am Transportbehälterlager Gorleben - Zur Einordnung bisher bekannt gewordener Messwerte"
"2008","WD8-145/08","A","Energiesparlampen: Zur Energiebilanz und Ökobilanz"
"2007","WD8-149/07","A","Definition, Diskussion und Bedeutung verschiedener Indikatoren für Klimaziele"
"2011","WD8-150/11","A","Griechenlands Forschungs- und Innovationssystem"
"2011","WD8-153/11","A","Zur Endlagerung hochradioaktiver Abfälle - Vorgehensweise in Finnland, Schweden, Frankreich, der Schweiz und den USA"
"2010","WD8-154/10","A","Atommüll Lagerung in der EU und EU-Länder"
"2007","WD8-155/07","A","Kollektive Intelligenz - ein Ansatz für die Clusterpolitik?"
"2011","WD8-158/11","A","Das negative Stimmgewicht und die Wahlrechtsreform 2011 - Zur rechnerischen Prüfung von Sitzzuteilungsmodellen"
"2008","WD8 159/08","A","Kohlendioxidsequestrierung (CCS): Innovationspolitik in Deutschland und der EU"
"2008","WD8-160/08","A","Potentielle finanzielle Auswirkungen der Ziele des Bildungsgipfels auf die Haushalte des Bundes und der Länder"
"2010","WD8-163/10","A","Ökobilanzen zu BTL - ein Studienvergleich"
"2006","WD8-169/06","AI","Erfahrungen nach dem ersten Jahr des europäischen Emissionshandels - Auswirkungen auf die weitere Reduktion der Treibhausgasemissionen"
"2010","WD8-169/10","A","Präimplantationsdiagnostik - Naturwissenschaftliche Grundlagen und medizinische Aspekte"
"2010","WD8-171/10","A","Fragen zur Endlagerung von Atommüll"
"2008","WD8-172/08","A","Stand der Forschung und der therapeutischen Anwendung von Nabelschnurblutstammzellen"
"2006","WD8-174/06","A","Grüne Gentechnologie - ""Smart breeding"""
"2006","WD8-175/06","A","Die Geisteswissenschaften in der Diskussion"
"2010","WD8-177/10","A","Integrations- und Sprachkurssysteme für Migrantinnen und Migranten in ausgewählten europäischen Ländern"
"2010","WD8-178/10","A","Präimplantationsdiagnostik - Naturwissenschaftliche Grundlagen und medizinische Aspekte"
"2006","WD8-179/06","AI","Die Deutsche Forschungsgemeinschaft (DFG) - Strukturen, Verfahren, Reformbedarf"
"2010","WD8-182/10","A","Struktur der Bildungssysteme in Deutschland und der Schweiz"
"2010","WD8-183/10","A","Ausländische Studierende in Deutschland"
"2006","WD8-189/06","A","Das Berufsbild ""Lecturer"""
"2007","WD8-196/07","A","Politiken im Bereich Klimawandel, Klimasicherheit und sichere Energieversorgung von ausgewählten internationalen Regimen und Institutionen"
"2007","WD8-205/07","A","Aktuelle Initiative zur Förderung der Qualität der Hochschullehre in Deutschland"
"2006","WD8-212/06","AI","Der Studentenberg - Kollaps der Universitäten oder Illusion? Ein kritischer Beitrag zur aktuellen Information"
"2006","WD8-215/06","A","Wissenschaftliche Begleitforschung zu Ganztagsschulen"
"2006","WD8-224/06","A","Zu den Umverteilungswirkungen staatlicher Hochschulfinanzierung"
"2006","WD8-231/06","A","Vor- und Nachteile der Gesamtschule bzw. des dreiteiligen Schulsystems"
"2006","WD8-235/06","A","Stand der Forschung und Potenziale von embryonalen Stammzellen"
"2006","WD8-240/06","AI","Integration durch Bildung im vorschulischen Bereich und in der Primarstufe"
"2008","WD9-001/08","A","Mitversicherung von in der Türkei oder den Westbalkan-Staaten lebenden Familienangehörigen im Krankheitsfall"
"2010","WD9-001/10","A","Anrechnung von Sozialleistungen auf das Elterngeld"
"2013","WD9-001/13","A","Kollektivvertragsrecht vs. Selektionsvertragsrecht bei Ärzten und ärztliches Streikrecht"
"2008","WD9-002/08","A","Förderung der gesundheitsbezogenen Selbsthilfe durch die öffentliche Hand und die Sozialversicherungsträger - Rechtsgrundlagen und Förderpraxis"
"2010","WD9-003/10","A","Finanzierung der Kosten der Ausbildungsvergütung in der Altenpflege durch ein Umlageverfahren nach derzeitigem Bundes- und Landesrecht"
"2006","WD9-004/06","A","Kurzdarstellung der Gesetzgebung zur Pflegeversicherung"
"2006","WD9-005/06","A","Arzneimittel in der integrierten Versorgung"
"2007","WD9-008/07","A","Leistungseinschränkungen und -ausschlüsse in der Arzneimittelversorgung seit Inkrafttreten des Gesundheits- Reformgesetzes (GRG) am 1. Januar 1989"
"2011","WD9-008/11","A","Zur Frage der rechtlichen Zulässigkeit einer einmaligen Erhöhung der Vergütung freiberuflich tätiger Hebammen und Entbindungspfleger durch Gesetz"
"2006","WD9-009/06","A","System der amerikanischen Krankenhäuser"
"2006","WD9-010/06","A","Betreuungseinrichtungen in Berlin und Brandenburg: Kinder-, Alten-, Pflege-, Behinderteneinrichtungen, Hospize: Träger, Versorgungslage, Versorgungslücken, Finanzierung, Förderungen."
"2010","WD9-010/10","A","Intersexualität im europäischen Vergleich - Darstellung der Rechtsgrundlagen für frühkindliche medizinische Eingriffe bei intersexuellen Kindern sowie der Diskussion um die Verfassungskonformität dieser Eingriffe im Hinblick auf das ""Recht auf körperliche Unversehrtheit"""
"2009","WD9-011/09","A","Anwendung der Ruhensvorschriften des § 16 Abs. 3a Satz 2 SGB V auf familienversicherte Angehörige"
"2012","WD9-012/12","A","""Pille danach"" Verschreibungspflicht und Inanspruchnahme im europäischen Vergleich"
"2013","WD9-012/13","A","Seltene Erkrankungen"
"2010","WD9-013/10","A","Kosteninfrastruktur der Kindertagesbetreuung"
"2013","WD9-013/13","A","Freiberufler in der gesetzlichen Kranken- und sozialen Pflegeversicherung"
"2009","WD9-014/09","A","Rechtliche Grundlagen der heroingestützten Behandlung von Drogenabhängigen in der Schweiz"
"2012","WD9-014/12","A","Entzug der Approbation von Ärzt(innen)en und Apotheker(inne)n wegen Mitwirkung bei Doping"
"2011","WD9-015/11","A","Empirische Erkenntnisse zur Beratungsqualität in Apotheken und zur Arzneimittelversorgung in europäischen Staaten ohne Fremdbesitzverbot"
"2012","WD9-015/12","A","Zum Konkurrenzverhältnis zwischen Patientenverfügung und Organspendeausweis einerseits sowie zwischen Betreuungsrecht und Transplantationsgesetz andererseits"
"2009","WD9-016/09","A","Jodversorgung und Jodmangel in Deutschland"
"2010","WD9-016/10","A","Maßnahmen zur künstlichen Befruchtung als versicherungsfremde Leistung"
"2011","WD9-016/11","A","Regelungen in anderen Ländern, die dem Vorschlag der Monopolkommission zur Reform der Apothekenpflicht von Arzneimitteln und den Zuzuahlungsregelungen bei Arzneimitteln entsprechen"
"2012","WD9-017/12","A","Schnittstellen und Leistungskonkurrenzen zwischen den Sozialgesetzbüchern hinsichtlich der Personengruppen Kinder und Jugendliche, Kranke, Pflegebedürftige und Menschen mit Behinderungen"
"2010","WD9-020/10","A","Refinanzierung der Ausbildungsvergütung in der Altenpflege durch ein Umlageverfahren im Land Niedersachsen - Rechtshistorische Entwicklung und derzeitige Rechtslage"
"2012","WD9-021/12","A","Schnittstellen und Leistungskonkurrenzen zwischen den Sozialgesetzbüchern hinsichtlich der Personengruppen Kinder und Jugendliche, Kranke, Pflegebedürftige und Menschen mit Behinderungen"
"2012","WD9-022/12","A","Schnittstellen und Leistungskonkurrenzen zwischen den Sozialgesetzbüchern hinsichtlich der Personengruppen Kinder und Jugendliche, Kranke, Pflegebedürftige und Menschen mit Behinderungen"
"2006","WD9-023/06","A","Wertschöpfungssteuer als alternative Finanzierung der gesetzlichen Krankenversicherung"
"2009","WD9-023/09","A","Rechtsfragen zur An- oder Aufhebung der Beitragsbemessungsgrenze in der gesetzlichen Kranken- und Pflegeversicherung"
"2012","WD9-023/12","A","Schnittstellen und Leistungskonkurrenzen zwischen den Sozialgesetzbüchern hinsichtlich der Personengruppen Kinder und Jugendliche, Kranke, Pflegebedürftige und Menschen mit Behinderungen"
"2012","WD9-024/12","A","Schnittstellen und Leistungskonkurrenzen zwischen den Sozialgesetzbüchern hinsichtlich der Personengruppen Kinder und Jugendliche, Kranke, Pflegebedürftige und Menschen mit Behinderungen"
"2012","WD9-025/12","A","Schnittstellen und Leistungskonkurrenzen zwischen den Sozialgesetzbüchern hinsichtlich der Personengruppen Kinder und Jugendliche, Kranke, Pflegebedürftige und Menschen mit Behinderungen"
"2013","WD9-025/13","A","Zur Frage der Notwendigkeit eines verschärften Zulassungsverfahrens für Medizinprodukte"
"2012","WD9-026/12","A","Schnittstellen und Leistungskonkurrenzen zwischen den Sozialgesetzbüchern hinsichtlich der Personengruppen Kinder und Jugendliche, Kranke, Pflegebedürftige und Menschen mit Behinderungen"
"2010","WD9-028/10","A","Das Jugendschutzgesetz des Bundes als rechtliche Grundlage eines Verkaufsverbots von Bekleidungsartikeln der Marke ""Thor Steinar"" in Ladengeschäften an Kinder und Jugendliche"
"2013","WD9-028/13","A","Elterngeld, Unterhaltsvorschuss und beitragsfreie Mitversicherung in der gesetzlichen Kranken- und Pflegeversicherung - Auswirkungen einer Anhebung des steuerlichen Kinderfreibetrags bzw. des Kindergeldes und verfassungsrechliche Maßstäbe für eine mögliche Kürzung dieser familienpolitischen Leistungen"
"2009","WD9-032/09","A","Zur Frage der Anerkennung privat-gewerblicher Träger von Kindertageseinrichtungn als Träger der freien Jugendhilfe nach Bundes- und Landesrecht"
