Jahr,Zeichen,Kategorie,Titel
"2006","WD11-233/06","A","Dienstleistungen von allgemeinem wirtschaftlichen Interesse und das Europäische Beihilfe- und Vergaberecht - Übersicht der wichtigsten Probleme"
"2010","WD11-234/10","A","Der Entwurf eines Gemeinsamen Referenzrahmens für das Europäische Zivilrecht (Draft Common Frame of Reference)"
"2008","WD11-235/08","AI","Das Terrorlisten-Urteil des EuGH"
"2008","WD11-236/08","AI","Das EG-Beihilferecht und die Maßnahmen zur Unterstützung des Finanzsektors bei der Bewältigung der Krise an den Finanzmärkten"
"2007","WD11-241/07","A","Der EU-Reformvertrag und die nationalen Parlamente"
"2010","WD11-241/10","A","Der Begriff ""Europäischer Mehrwert"" und der deutsche EU-Beitragsrabatt - Zur Reform des Haushalts der Europäischen Union"
"2010","WD11-243/10","A","Vergleich der Vorschläge zur Verstärkung der wirtschaftspolitischen Steuerung in der Europäischen Union und schematische Darstellung des Verfahrens der multilateralen Überwachung der Haushalts- und Wirtschaftspolitik und des Verfahrens bei einem übermäßigen Defizit"
"2006","WD11-244/06","AI","Grünbuch Europäische Transparenzinitiative"
"2010","WD11-244/10","A","Die Reform des Stabilitätspaktes: die Einführung einer umgekehrten Mehrheitsentscheidung bei Ratsbeschlüssen der Eurogruppe - Europäisches Primärrecht und deutsches Verfassungsrecht"
"2006","WD11-245/06","A","Das Abgeordnetenstatut des Europäischen Parlaments - Sachstand und Klagemöglichkeiten auf europäischer Ebene"
"2010","WD11-245/10","A","Die Zulässigkeit des Erlasses einzelstaatlicher Maßnahmen vor dem Hintergrund der Harmonisierung des Rechts innerhalb der Europäischen Union Gesundheitsschutz unter besonderer Beachtung des Rechtsguts"
"2010","WD11-247/10","A","Mitwirkungsmöglichkeiten des Deutschen Bundestages am Gesetzgebungsprozess der EU - Die Revision der Tabakproduktrichtlinie"
"2010","WD11-252/10","A","Die EU-Afrika-Partnerschaft - Projekte, Aktionspläne und anstehende Entscheidungen"
"2010","WD11-253/10","A","Vorschläge der Europäischen Kommission zur Änderung der EURODAC-Verordnung und zur Einführung einer Agentur für das Betriebsmanagement der Systeme SIS lI, VIS und EURODAC - Vereinbarkeit mit dem Subsidiaritätsprinzip"
"2006","WD11-254/06","A","Zur (Fort-)Entwicklung und zum Verständnis des Subsidiaritätsprinzips im Europarecht"
"2007","WD11-254/07","A","Die EG-Richtlinie 2006/24 und ihre Umsetzung"
"2010","WD11-254/10","A","Beteiligungsmöglichkeiten des Europäischen Parlaments und des Deutschen Bundestages an der Gemeinsamen Außen- und Sicherheitspolitik der Europäischen Union"
"2008","WD11-255/08","A","Zur gemeinschaftsrechtlichen Zulässigkeit von Regelungen zu gentechnikfreien Regionen"
"2007","WD11-257/07","AI","Der EU-Reformvertrag"
"2010","WD11-259/10","A","Der Europarechtliche Rahmen für die polizeiliche Zusammenarbeit zwischen den Mitgliedstaaten der Europäischen Union"
"2010","WD11-261/10","A","Die Revision der Tabakproduktrichtlinie - Kompetenzgrundlage - Vereinbarkeit mit dem Grundgesetz und europäischen Grundrechten"
"2008","WD11-262/08","A","Die Mitwirkungsrechte nationaler Parlamente der EU-Mitgliedstaaten am Beispiel Frankreich, Vereinigtes Königreich, Dänemark und Estland"
"2007","WD11-263/07","A","Welche rechtlichen Folgen hat es, wenn der Wettbewerb nicht als Zielbestimmung im künftigen Vertrag über die Europäische Union aufgeführt wird?"
"2008","WD11-263/08","A","Maßnahmen bei der Verletzung von Regelungen aus Assoziierungsabkommen zwischen der EU/EG und einem Drittstaat"
"2010","WD11-264/10","A","Handlungsmöglichkeiten des deutschen Gesetzgebers bei Ablehnung eines nationalen Verordnungsentwurfs durch die Kommission - Der Entwurf einer Verordnung über die Kennzeichnung von Getränkeverpackungen"
"2010","WD11-265/10","A","Dossier: Bilaterale Finanzhilfen für Griechenland, Europäischer Finanzstabilisierungsmechanismus,Garantien für Irland,Staateninsolvenz, Austritt aus der dritten Stufe der Wirtschafts- und Währungsunion, permanenter Krisenbewältigungsmechanismus Aus europarechtlicher und europapolitischer Sicht"
"2010","WD11-266/10","A","Verfahrensrechtliche Fragen zum Abschluss von Handelsabkommen der Europäischen Union und Drittstaaten sowie zum Abschluss von ""gemischten Abkommen"""
"2010","WD11-268/10","A","Möglichkeit eines Austritts aus der Europäischen Atomgemeinschaft"
"2007","WD11-269/07","A","Die Kompetenz der Europäischen Gemeinschaft zur Einführung eines Statuts der EPG"
"2010","WD11-269/10","A","Die Mitwirkungsrechte des Deutschen Bundestages nach dem Vertrag von Lissabon"
"2006","WD11-270/06","AI","GASP, ESVP und ihre Instrumente - Ein Überblick"
"2010","WD11-275/10","A","Der Vorschlag der Kommission zur Einführung einer umgekehrten Mehrheitsentscheidung bei Ratsbeschlüssen der Eurogruppe"
"2007","WD11-276/07","AI","Das Legislativ- und Arbeitsprogramm der Kommission für 2008"
"2010","WD11-279/10","A","Vereinbarkeit des Anti-Counterfeiting Trade Agreement (ACTA) mit europäischem Recht"
"2006","WD11-284/06","AI","Schutzklauseln und Übergangsfristen im Vertrag über den EU- Beitritt von Bulgarien und Rumänien"
"2006","WD11-289/06","AI","Der Zypernkonflikt und seine Auswirkungen auf die EU-Beitrittsverhandlungen mit der Türkei"
"2006","WD11-290/06","A","Die Transparenzinitiative der Kommission unter datenschutzrechtlichen Gesichtspunkten"
"2006","WD11-322/06","AI","Aktuelle Entwicklung beim Verordnungsentwurf ""Geringfügige Forderungen"""
"2007","WD11-322/07","A","Zusammenschlüsse von Städten und Gemeinden im Rahmen einer gemeinnützig tätigen Organisation nach dem Europarecht"
"2007","WD11-335/07","AI","Vom ""Rat der Weisen"" zur Reflexionsgruppe"
"2006","WD11-339/06","AI","Europa 2007"
"2006","WD11-341/06","AI","Das Komitologie-Verfahren"
"2006","WD11-344/06","AI","Tot oder lebendig? Zur aktuellen Debatte über den EU-Verfassungsvertrag"
"2006","WD11-345/06","AI","Europäische Nachbarschaftspolitik (ENP)"
"2006","WD11-350/06","A","Die Gründung der EWG und der Kalte Krieg"
"2006","WD11-357/06","AI","Die EU-Russlandpolitik"
"2006","WD11-364/06","AI","Kommissionsmitteilung zur Erweiterungsstrategie"
"2006","WD11-367/06","AI","EU und Globalisierung"
"2007","WD2-001/07","A","Der Monitoring-Ausschuss der Parlamentarischen Versammlung des Europarates"
"2006","WD2-003/06","A","Gründe für den Aufstieg von Entwicklungsländern in die Gruppe der Schwellenländer"
"2007","WD2-003/07","A","Das israelische Staatsverständnis und die arabische Bevölkerung Israels"
"2006","WD2-004/06","A","Zur Arbeit des Volksbundes deutsche Kriegsgräberfürsorge (VdK)"
"2011","WD2-004/11","AI","Positionen zum Tornado-Einsatz im Rahmen von ISAF"
"2007","WD2-005/07","A","Abgrenzung Internationale Organisationen und Nichtregierungsorganisationen"
"2008","WD2-006/08","A","Die Menschenrechtslage in Kuba und die Haltung der internationalen Gemeinschaft"
"2008","WD2-007/08","AI","Iran. Teherans hegemoniale und nukleare Interessen und die Haltung der internationalen Gemeinschaft"
"2009","WD2-007/09","AI","Zu den außen- und sicherheitspolitischen Positionen des neuen Präsidenten der USA"
"2009","WD2-008/09","AI","Das Monitoring-Verfahren der Parlamentarischen Versammlung des Europarates"
"2009","WD2-009/09","A","Die NATO als System kollektiver Sicherheit? Grundlagen und Positionen zu ihrer Weiterentwicklung"
"2007","WD2-010/07","A","Ausgewählte Instrumente zur Implementation von Sozialstandards auf internationaler Ebene"
"2006","WD2-011/06","AI","Die Reform der Vereinten Nationen im Bereich Menschenrechte"
"2007","WD2-011/07","A","Die deutsch-portugiesischen Beziehungen unter Berücksichtigung des gemeinsamen Programms der deutschen, portugiesischen und slowenischen EU-Ratspräsidentschaften"
"2006","WD2-013/06","A","Rechtliche Grundlagen für Überflugrechte"
"2007","WD2-014/07","A","Völkerrechtliche und verfassungsrechtliche Fragen zum ISAF-Einsatz in Afghanistan"
"2010","WD2-014/10","A","Zur Vereinbarkeit von Verboten des Minarettbaus sowie des religiös motivierten Tragens von Kopftüchern und Burkas mit internationalen Menschenrechten"
"2006","WD2-016/06","A","Clean Development Mechanism als Instrument der Entwicklungspolitik"
"2007","WD2-016/07","A","Voraussetzungen einer Verfolgung von Straftaten in Deutschland stationierter Angehöriger der OS-amerikanischen Streitkräfte"
"2010","WD2-016/10","AI","Zum Einsatz ziviler Hilfskräfte in Afghanistan"
"2008","WD2-017/08","A","Wasser und Frieden. Zur Rolle der Ressource Wasser in bestehenden Konflikten."
"2012","WD2-017/12","A","25. NATO-Gipfel in Chicago"
"2006","WD2-018/06","A","Aspekte des Völkerrechts im Zusammenhang mit dem Umgang mit Gefangenen"
"2008","WD2-018/08","AI","Die Menschenrechtslage in Kuba und die Haltung der internationalen Gemeinschaft"
"2011","WD2-019/11","A","Visumsliberalisierung als Instrument zur Unterstützung von Demokratisierungsprozessen"
"2007","WD2-020/07","AI","GASP, ESVP und ihre Instrumente - Ein Überblick (Aktualisierung)"
"2010","WD2-020/10","A","Zum kanadischen Gesetzentwurf Bill C-300 und zur Frage seiner Übertragbarkeit auf die deutsche Auslandsgeschäftsabsicherung"
"2006","WD2-021/06","A","Rechtsgrundlagen für Überflugrechte in Deutschland"
"2009","WD2-021/09","AI","Rechtsgrundlagen internationaler Polizeimissionen nach Kapitel VII UN-Charta im Völkerrecht und im deutschen Recht "
"2007","WD2-022/07","A","Informationen zu dem in den USA eingefrorenen kubanischen Auslandsvermögen"
"2006","WD2-023/06","A","Entwicklungszusammenarbeit mit den GUS-Staaten und der Mongolei"
"2012","WD2-024/12","A","Aktuelle Stellungnahmen der Fraktionen des Deutschen Bundestages zu laufenden Einsätzen der Bundeswehr im Ausland"
"2006","WD2-028/06","A","Die Auseinandersetzung mit modernen Formen der Sklavenarbeit unter besonderer Berücksichtigung der Politik von Brasiliens Präsident Lula da Silva"
"2006","WD2-029/06","A","Deutsche Entwicklungszusammenarbeit mit der Mongolei"
"2007","WD2-029/07","A","Entstehung und Entwicklung des Genozids in Ruanda 1994 unter besonderer Berücksichtigung der Rolle der internationalen Gemeinschaft vor dem Hintergrund der Nicht-Intervention"
"2009","WD2-029/09","A","Zu Rechtsgrundlagen und Fristen bei der Festnahme von Piraten"
"2010","WD2-029/10","A","Zur Zulässigkeit zivilen Widerstands gegen militärische Besatzung aus völkerrechtlicher Sicht"
"2012","WD2-030/12","A","Individualrechtsschutz gegen Staatsverbrechen im Lichte der IGH- Entscheidung zur Staatenimmunität (Deutschland gegen Italien)"
"2006","WD2-031/06","AI","Der Konflikt um das iranische Atomprogramm (Aktualisierung)"
"2007","WD2-031/07","A","Die Budgethilfe als ein Finanzierungsinstrument der Entwicklungspolitik"
"2009","WD2-031/09","A","Zu den Perspektiven einer Konfliktlösung in der Demokratischen Republik Kongo"
"2012","WD2-031/12","A","Aktuelle Aspekte zur Tagesordnung für den NATO-Gipfel in Chicago am 20./21. Mai 2012"
"2006","WD2-032/06","A","Zur Verbindlichkeit von Sicherheitsratsresolutionen der Vereinten Nationen"
"2009","WD2-032/09","A","Zur Übertragung von Land durch Entwicklungsländer an ausländische Investoren"
"2012","WD2-032/12","A","Zu den Auswirkungen von ACTA auf Entwicklungsländer"
"2013","WD2-033/13","A","Zum Anspruch des Wehrbeauftragten auf Unterstützungsleistungen durch die Bundeswehr"
"2007","WD2-034/07","A","Das Verhältnis von Staat und Religion im Staatsverständnis Israels"
"2007","WD2-035/07","A","Die Nationale Sicherheitsstrategie der USA aus den Jahren 2002 und 2006: Teil1 - Das Konzept der ""preemptive self-defense"" im Spiegel des Völkerrechts Teil 2 - Auswirkungen der US-Strategie auf die NATO"
"2008","WD2-035/08","A","Zu Auswirkungen der UN-Kinderrechtskonvention auf das deutsche Asyl- und Ausländerrecht"
"2006","WD2-036/06","A","Der ASEM (Asia-Europe-Meeting)-Prozess aus deutscher Perspektive"
"2011","WD2-036/11","A","Wege zum ""Global Zero"""
"2008","WD2-037/08","AI","Zum Status von Tibet: Völkerrechtliche Grundlagen und die Haltung der Bundesregierungen"
"2011","WD2-037/11","A","Cyber-Sicherheit und Streitkräfte"
"2007","WD2-038/07","A","Der Europäische Gerichtshof für Menschenrechte"
"2007","WD2-039/07","A","Erklärungen und Vorbehalte der Bundesrepublik Deutschland zur Kinderrechtskonvention der Vereinten Nationen"
"2009","WD2-039/09","AI","Landübertragungen durch Entwicklungsländer an ausländische Investoren"
"2011","WD2-039/11","A","Smart Sanctions"
"2006","WD2-040/06","A","Menschenrechte und Kriegsrecht"
"2007","WD2-040/07","A","Einzelfragen zur Budgethilfe in der Entwicklungspolitik"
"2009","WD2-041/09","A","Zum aktuellen Stand der Beziehungen zwischen den USA und Lateinamerika"
"2011","WD2-041/11","A","Berechnung der Sitzverteilung im Europäischen Parlament. Gegenüberstellung zweier mathematischer Modelle."
"2013","WD2-041/13","A","Zu den völkerrechtlichen Grundlagen und Grenzen kriegsbedingter Reparationen unter besonderer Berücksichtigung des griechisch-deutschen Verhältnisses"
"2013","WD2-042/13","A","Zu Streitbeilegungs- und sogenannten Compliance-Verfahren im Rahmen der Espoo- und Aarhus-Konventionen"
"2007","WD2-043/07","A","Zum aktuellen Stand des Reformprozesses der Vereinten Nationen 2006-2007"
"2010","WD2-043/10","AI","Wehrpflicht für Frauen - Politische und rechtliche Argumente"
"2013","WD2-043/13","A","Völkerrechtliche Grundlagen der humanitären Hilfe unter besonderer Berücksichtigung  Syriens"
"2009","WD2-044/09","A","Zu bisherigen Erfahrungen im Bereich Mikrofinanzierung in der Entwicklungszusammenarbeit"
"2007","WD2-045/07","A","Zum Verhältnis zwischen Armenien und Aserbaidschan: ""Frozen Conflict"" oder Nachbarschaft mit Zukunftsperspektive?"
"2008","WD2-048/08","A","Pilotverfahren beim Europäischen Gerichtshof für Menschenrechte"
"2006","WD2-049/06","A","Zur vorbeugenden Internierung von Terrorverdächtigen unter Berücksichtigung des Völkerrechts"
"2007","WD2-049/07","A","Zum Konzept der präeruptiven Selbstverteidigung. Ausgewählte Stimmen aus der internationalen völkerrechtlichen Literatur"
"2009","WD2-049/09","AI","Zu Rechtsgrundlagen und Fristen bei der Festnahme von Piraten"
"2013","WD2-049/13","A","Unterstützung des Wehrbeauftragten durch die Bundeswehr, insbesondere bei Ausübung von Amtsbefugnissen im Ausland"
"2006","WD2-050/06","A","Einzelfrage zu Auswirkungen von Resolutionen des Sicherheitsrates der Vereinten Nationen"
"2006","WD2-051/06","A","Übersicht über die Situation der Menschenrechte in Uganda und im Sudan"
"2007","WD2-052/07","A","Rechtliche Fragen zur Nutzung privater Militärfirmen durch die Bundeswehr als ""Sponsored Reserve"""
"2009","WD2-052/09","A","Zum völkerrechtlichen Regime für die Fischerei in internationalen Gewässern"
"2009","WD2-054/09","A","KfW-Kommunalbank und Direkthilfe an Kommunen. Vereinbarkeit mit der ""Verständigung II"" zwischen der EU-Kommission und der Bundesregierung sowie mit dem Subsidiaritätsprinzip (für WD 5)"
"2009","WD2-055/09","AI","Wasser und Frieden. Zur Rolle der Ressource Wasser in überregionalen Konflikten"
"2012","WD2-055/12","A","NATO und Energiesicherheit"
"2006","WD2-056/06","A","Völkerrechtliche Aspekte sogenannte ""frozen conflicts"" (wie Kosovo, Kaukasus, Transnistrien, Taiwan)"
"2007","WD2-056/07","A","Einsätze der Vereinten Nationen"
"2009","WD2-056/09","A","Zu ausgewählten völkerrechtlichen Fragen der Pirateriebekämpfung. Zu diesem Auftrag gehört auch der Auftrag WD2-078/09"
"2008","WD2-057/08","A","Völkerrechtliche Rahmenbedingungen für Einsätze der Bundeswehr im Ausland"
"2011","WD2-057/11","A","Zum völkerrechtlichen Status der Westsahara"
"2006","WD2-061/06","A","Einzelfragen zum 7. und 8. Europäischen Entwicklungsfonds (EEF)"
"2012","WD2-062/12","A","Verteidigungspolitische Aspekte zum Thema Migration"
"2013","WD2-062/13","A","Anforderungen der UN-Leitprinzipien zu Wirtschaft und Menschenrechten an die Rechtsordnung in Deutschland"
"2007","WD2-064/07","A","Zu den Bestimmungen des Versailler Vertrages und der Schlussakte des Wiener Kongresses hinsichtlich der Wasserstraße Elbe"
"2011","WD2-065/11","A","Militärische Aspekte von Internetsicherheit in Deutschland"
"2008","WD2-067/08","A","Zu den Auswirkungen der Resolution 1816 (2008) des UN-Sicherheitsrats auf den völker- und verfassungsrechtlichen Rahmen der Bekämpfung von Piraterie"
"2008","WD2-068/08","AI","Zu den Auswirkungen der Resolution 1816 (2008) des UN-Sicherheitsrats auf den völker- und verfassungsrechtlichen Rahmen der Bekämpfung von Piraterie"
"2013","WD2-068/13","A","Berufliche Bildung in Entwicklungsländern"
"2007","WD2-069/07","A","Informationspflichten nach dem Parlamentsbeteiligungsgesetz"
"2011","WD2-069/11","AI","Inhaltliche Schwerpunkte der Beschlüsse des Deutschen Bundestages zur Internationalen Sicherheitsunterstützungstruppe in Afghanistan [ISAF)"
"2010","WD2-072/10","AI","Inhaltliche Schwerpunkte der ISAF-Mandate des Sicherheitsrates der Vereinten Nationen seit 2001 und aktueller Stand der Truppensteller"
"2006","WD2-073/06","A","Aktueller Planungsstand und rechtliche Rahmenbedingungen des EU-Battlegroup-Konzepts"
